review,label
"想請問亞東醫院的情況是，願意自費，但醫師不願意開藥，或醫院沒有藥嗎?
然後藥物價格好像落差蠻大的?亞東說15000-20000，但看台北醫院藥方為2000左右?",0
"我覺得是你想太多
怎麼可能有人可以那麼靠近你刺你然後你還不知道？
超詭異",1
"逆風一下

為何預設是被人攻擊

也可能是碰到什麼導致

但是一直跑醫院跟心理的煎熬是辛苦了",1
根據上課教的針扎流程，愛滋病毒是很弱的病毒，離開血液幾乎存活不了，我覺得可以不用太擔心，反倒是B、C肝這種得到的機率比愛滋病還要高太多，但大家都怕愛滋病…愛滋病現在藥物那麼多好好吃藥跟一般人沒兩樣，倒是BC肝才要小心（如果體內沒有B肝抗體要自費一針一萬的抗體，24小時內注射）,0
希望沒事🙏,1
辛苦妳了跑來跑去各家醫院,0
辛苦了，但愛滋確實有潛伏期，當下驗不出來要過一陣子再驗，祝平安。,1
"所以還是不知道原因嗎？
感覺超可怕",1
"愛滋病毒是無法在針頭上存活很久，幾乎不會造成感染；而像醫護人員工作時不小心被針扎而碰到愛滋的血液或體液感染的機率也低於0.33%，而且只要在72小時之內接受預防性投藥，就可以阻斷病毒在體內繁殖與感染。

貼個衛福部的文降低你的恐慌 但你也有投藥了",0
問的過程都沒人跟你講的有潛伏期嗎…？,0
記者真的惟恐天下不亂^_^,0
"不管是誰
真的很過分😡",0
"我覺得妳有危機意識很好 但也不要過度恐慌
妳說的受傷的位置除非是要刻意攻擊不然應該是很難弄到
但刻意攻擊的話應該妳當下就會發現或是監視器一定會拍到
所以也有可能是妳在某處可能為了閃避或是某個不小心的路人身上的東西戳到妳
無論如何祝妳的結果是好的, 也希望真相早點水落石出(可以的話回來補個後續)",1
捷運監視器是幾乎沒有死角的，請一定要捷運公司保留錄影檔，才能知道發生了什麼事。,1
"受傷點在手臂內側、沒有印象有人靠近自己
通常有人靠近自己不是會有眼角餘光看到嗎？ 他還得拿著一根針把你的手臂抓住翻出手臂內側然後刺下去
這麼多步驟你都沒有感覺？
我覺得不太可能",1
辛苦了 希望沒事,1
希望沒事…現在神經病越來越多了,1
您好我是TVBS記者，希望和您聯繫，謝謝,1
手臂內側 ？！ 有沒有可能自己身上物品刺到或衣服上有什麼東西  如是人刺應該是由外側臂...,1
刺人的人到底是什麼心態⋯⋯,0
希望沒事！要平平安安,1
看了監控沒有看到什麼？沒有人跟你貼很近之類的嗎？那會不會是你不小心用到什麼東西？,0
"所以是個沒看到有人靠近你
就懷疑被人用針戳的可能性🤔",0
跟妳分享，北市聯醫一萬出頭,1
"夭壽⋯現在瘋子怎麼那麼多啊
祝原po平安無事🙏🏻🙏🏻🙏🏻",1
"為何留言區都認為是有人惡意拿針刺
心情版都醬嗎",0
有警覺是好的，但還是覺得確認了再放上來也不遲，醫院肯定會評估，感覺醫生的判斷是合理的，有疑慮自費拿藥也ok。放鬆點⋯,1
"好可怕 所以後來是先拿3天份的藥
總共要吃28天 約1萬五嗎？
好可怕😱以後搭捷運是不是要穿長袖了",0
不能說和酒店妹一樣，只能說98%大致相同,1
想要名片，我才方便去深入了解，我都是為了你弟弟好,1
但89妹其實不錯欸，有些其實挺專情，又瘦又正配合度還高。部分其實不是腦袋空空，有看過會畫畫會刺青的。如果有本事留住89妹你弟發生的問題基本不會存在，真的一直罵的通常都是沒什麼本事的。,1
可是89妹幹起來很爽欸,1
嗯⋯不是有刺青就是89妹吧@@,0
"這種女生超讚的啊
很多還可以不戴套無線內射
配合度超好 還能射嘴巴
把自己榨乾那種
我還遇過野外突然想要
都能配合我的
直接射進去不用清 超讚的好嗎",1
"其他不說
做美甲妳也要管
看你的口氣感覺進妳家好像要做很多家事",1
"不得不說指甲長度真的完全不影響做事^_^
更

我知道運動、學音樂、某些工作等的
會有些限制 多少還是沒辦法做指甲
撇除這些 大多事情不會因為指甲而影響到🥹",1
"您好 我是照片本人
網友貼給我看我才知道您使用我的照片做文章
我跟您還有您的弟弟素不相識
您未經允許隨便使用我的照片您知道這樣算是妨礙他人名譽嗎？",1
低能卡已經被89入侵了嗎？ 之前的89男跟這篇護航的也太多,1
"那些特徵真的標準配備
還有醫美臉🤣🤣",1
什麼鍋配什麼蓋 同類相吸,0
結果這篇意外地成為乾葛集中討論串,1
"你弟交女友，乾你屁事
你又多高尚清高",1
"89妹有分成瞎妹跟家裡條件不好 很早熟 思想也成熟的
只是出入在比較聲色的場所
我親戚的女友就是標準89妹的樣子 
可是我跟他們一起出去吃飯過幾次
發現她人超好的 長得漂亮身材好
對人也很好",1
因為你弟也不怎麼樣，講的好像只有女生有問題一樣。,0
原po是標準毒菇吧！女生應該也沒對你怎樣吧把他的照片發上來有夠沒品,0
89妹其實有些還不錯要努力挑一下😉,1
你弟應該是底層沒錢沒學歷的89吧,0
"但說真的臺灣男生不好找對象
你弟大概就只能跟這種等級的女生交往
（物以類聚不是沒道理）
但還有一堆男生找不到對象
你弟能接受其他人也管不著",0
+9妹就是漂亮身材好又配合啊,1
看到哭己那邊直接笑出來，怎麼這麼好笑,1
89妹換成越南妹還優多了,1
"當女朋友的話，沒關係吧。
要當老婆的話，還是得考慮一下是否顧家跟能不能持家唄。",1
除非妳家姓唐，否則妳弟依然被白骨精跟蜘蛛精玩弄。不然妳也可以當觀音去協助他,0
其他的不予置評，人家指甲做超長能不能做事干你屁事啊，老人味發言,0
"記得之前有篇女生說喜歡「類」89就被罵爆
怎麼男生喜歡89妹就一堆人贊同了😅",1
超緊黑色短褲沒問題 拿名牌包也沒問題 本身氣質如果能駕馭都ok 問題出在鎖骨花刺青+長美甲 光看文字就聞到一股低端味 89妹這種貨色真的只適合低端89猴🐒 妳弟也蠻可悲的 自身條件應該蠻差的頭腦又笨 這年頭還有人暈89母猴…..,1
那看來你弟也不怎麼樣吧==,0
我女友每天都有5個樂樂,1
這是萬萬兩牛肉麵吧 好險不是給你準備千千兩⋯,0
是要請多少演員在下面留言?還要留假裝很生氣的留言，一則留言25元嗎？?廠商爸爸看清楚啊，這種業配只有反效果啊，別花冤枉錢阿,1
自私利已男完全不需考慮吧，分之外還要全部的花費好好的AA算清楚,1
這男友你還要？佔你便宜🤔,1
感覺原PO只是討個拍結果這麼多質疑 不知道打開手機會不會更氣🥲,1
本來覺得萬萬兩水餃還可以 結果吃過果貿就回不去,1
"看就知道在葉配牛肉麵⋯家裡煮誰會擺那樣
然後很生氣還要拍照？笑死",1
可以分了 這種人這種個性以後會擅自幫你決定更多事而且會覺得不需要問過你的意見,1
每一分都是小的我覺得好好笑哈哈哈,1
"抱歉～我笑了
怎麼這麼好笑🤭
這男友…….呵呵….可能下一個可能會更好",1
哈哈😆，如果是我就吸管插大杯的喝，端走大碗的🤣🤣🤣🤣，謝謝男朋友對我真好,1
"如果是真的
也太可悲了吧
交到這種的",0
"說真的🍃寫手和記者真的差不多
為求流量整天發引戰文 製造對立



但大家也很愛看
所以才點進來留言🥹",1
好自私喔，這種人真的相處不下去欸，為什麼兩個人都要一起吃的東西還要有AB版本,0
我猜妳男友應該不喜歡AA制 必須要Aa制 因為妳要是小的那個,1
好煩喔 我有🍃症候群 🤣,0
他就看妳沒有啊～有骨氣一點分手,0
"我分析後。
發現他應該是怕妳變胖。

他一定很討厭胖子女友，如果讓妳吃，跟他一樣的份量，他認定妳會變胖子。",1
他真的把你當分母，這種男友留著做什麼？感覺都很差勁，換一位真心喜歡你的人吧！,1
"我爸也是這種人
每次他們一起買手機
舉例他會買s24 pro然後幫我媽買s24這樣",1
喔天 這我不行 原地放生吧！,0
發現🍃被抓到趕快撤退🤣🤣🤣,0
那還不換一個男友？？,0
希望牛肉麵的廠商不要給這麼蠢的文案過，重想一篇業配吧～還是牛肉麵廠商錢多到沒地方花，這種這麼爛的文案同樣價格我願意po兩篇哦,1
"我會生氣ㄟ
可以分手了
除非他真的在暗示你減肥",0
"反正都沒在演我就直說啦
這刀削麵超難吃！！！",0
🍃,0
"好煩看到一半就覺得不對勁
往下滑果然有🍃==",0
"我覺得要看
你們彼此有沒有說好？或是你主動告知需求讓他明白？
有的人就是你不說、他也不會問，自己生氣真的只會讓心情更差啦",1
"想請問亞東醫院的情況是，願意自費，但醫師不願意開藥，或醫院沒有藥嗎?
然後藥物價格好像落差蠻大的?亞東說15000-20000，但看台北醫院藥方為2000左右?",0
有警覺是好的，但還是覺得確認了再放上來也不遲，醫院肯定會評估，感覺醫生的判斷是合理的，有疑慮自費拿藥也ok。放鬆點⋯,1
捷運監視器是幾乎沒有死角的，請一定要捷運公司保留錄影檔，才能知道發生了什麼事。,1
"不管是誰
真的很過分😡",0
"好可怕 所以後來是先拿3天份的藥
總共要吃28天 約1萬五嗎？
好可怕😱以後搭捷運是不是要穿長袖了",0
看了監控沒有看到什麼？沒有人跟你貼很近之類的嗎？那會不會是你不小心用到什麼東西？,0
"我覺得是你想太多
怎麼可能有人可以那麼靠近你刺你然後你還不知道？
超詭異",1
"為何留言區都認為是有人惡意拿針刺
心情版都醬嗎",0
我也逆風一下，有可能是被路人的什麼物品刺到或刮到，比如說掛在包包上的吊飾之類的，希望是這樣,1
問的過程都沒人跟你講的有潛伏期嗎…？,0
辛苦了，但愛滋確實有潛伏期，當下驗不出來要過一陣子再驗，祝平安。,1
"所以是個沒看到有人靠近你
就懷疑被人用針戳的可能性🤔",0
"受傷點在手臂內側、沒有印象有人靠近自己
通常有人靠近自己不是會有眼角餘光看到嗎？ 他還得拿著一根針把你的手臂抓住翻出手臂內側然後刺下去
這麼多步驟你都沒有感覺？
我覺得不太可能",1
跟妳分享，北市聯醫一萬出頭,1
辛苦妳了跑來跑去各家醫院,0
"夭壽⋯現在瘋子怎麼那麼多啊
祝原po平安無事🙏🏻🙏🏻🙏🏻",1
您好我是TVBS記者，希望和您聯繫，謝謝,1
"愛滋病毒是無法在針頭上存活很久，幾乎不會造成感染；而像醫護人員工作時不小心被針扎而碰到愛滋的血液或體液感染的機率也低於0.33%，而且只要在72小時之內接受預防性投藥，就可以阻斷病毒在體內繁殖與感染。

貼個衛福部的文降低你的恐慌 但你也有投藥了",0
"逆風一下

為何預設是被人攻擊

也可能是碰到什麼導致

但是一直跑醫院跟心理的煎熬是辛苦了",1
辛苦了 希望沒事,1
希望沒事🙏,1
"我覺得妳有危機意識很好 但也不要過度恐慌
妳說的受傷的位置除非是要刻意攻擊不然應該是很難弄到
但刻意攻擊的話應該妳當下就會發現或是監視器一定會拍到
所以也有可能是妳在某處可能為了閃避或是某個不小心的路人身上的東西戳到妳
無論如何祝妳的結果是好的, 也希望真相早點水落石出(可以的話回來補個後續)",1
記者真的惟恐天下不亂^_^,0
根據上課教的針扎流程，愛滋病毒是很弱的病毒，離開血液幾乎存活不了，我覺得可以不用太擔心，反倒是B、C肝這種得到的機率比愛滋病還要高太多，但大家都怕愛滋病…愛滋病現在藥物那麼多好好吃藥跟一般人沒兩樣，倒是BC肝才要小心（如果體內沒有B肝抗體要自費一針一萬的抗體，24小時內注射）,0
刺人的人到底是什麼心態⋯⋯,0
手臂內側 ？！ 有沒有可能自己身上物品刺到或衣服上有什麼東西  如是人刺應該是由外側臂...,1
"所以還是不知道原因嗎？
感覺超可怕",1
"去醫院抽血
那針筒的針都很粗捏
護理師慢慢插就很痛
何況是有心人想亂插
那個瞬間+用力的力道你怎麼可能沒感覺
插完對方一般是要逃跑，還要裝沒事把針筒藏好走過也太累

我要是壞人要插人一定是找皮膚大面積的
比如背後
插完可以立刻跑
還找手臂內側也太難
而且一定要插很多人啊
怎麼可能只找一個人犯案

能手速這麼快我大概也可以去考獵人職照了

感覺原po是比較容易焦慮的人
但還沒證實過的事po上來
也造成大家恐慌…
比較覺得是被包包上的拉鍊或是吊飾弄到",1
你弟應該是底層沒錢沒學歷的89吧,0
"記得之前有篇女生說喜歡「類」89就被罵爆
怎麼男生喜歡89妹就一堆人贊同了😅",1
奶好垂,0
"那些特徵真的標準配備
還有醫美臉🤣🤣",1
"你弟交女友，乾你屁事
你又多高尚清高",1
"不得不說指甲長度真的完全不影響做事^_^
更

我知道運動、學音樂、某些工作等的
會有些限制 多少還是沒辦法做指甲
撇除這些 大多事情不會因為指甲而影響到🥹",1
除非妳家姓唐，否則妳弟依然被白骨精跟蜘蛛精玩弄。不然妳也可以當觀音去協助他,0
"您好 我是照片本人
網友貼給我看我才知道您使用我的照片做文章
我跟您還有您的弟弟素不相識
您未經允許隨便使用我的照片您知道這樣算是妨礙他人名譽嗎？",1
"但說真的臺灣男生不好找對象
你弟大概就只能跟這種等級的女生交往
（物以類聚不是沒道理）
但還有一堆男生找不到對象
你弟能接受其他人也管不著",0
結果這篇意外地成為乾葛集中討論串,1
不能說和酒店妹一樣，只能說98%大致相同,1
"當女朋友的話，沒關係吧。
要當老婆的話，還是得考慮一下是否顧家跟能不能持家唄。",1
想要名片，我才方便去深入了解，我都是為了你弟弟好,1
89妹其實有些還不錯要努力挑一下😉,1
超緊黑色短褲沒問題 拿名牌包也沒問題 本身氣質如果能駕馭都ok 問題出在鎖骨花刺青+長美甲 光看文字就聞到一股低端味 89妹這種貨色真的只適合低端89猴🐒 妳弟也蠻可悲的 自身條件應該蠻差的頭腦又笨 這年頭還有人暈89母猴…..,1
什麼鍋配什麼蓋 同類相吸,0
嗯⋯不是有刺青就是89妹吧@@,0
低能卡已經被89入侵了嗎？ 之前的89男跟這篇護航的也太多,1
原po是標準毒菇吧！女生應該也沒對你怎樣吧把他的照片發上來有夠沒品,0
"看成弟弟像酒店妹
還有這種好事（？",1
那看來你弟也不怎麼樣吧==,0
"你弟應該也是差不多的同溫層吧……不然哪來認識那麼多8+9類型的女生
只要你弟沒有來動家裡的錢跟你的錢，就不要管他，裝睡的人叫不醒",0
因為你弟也不怎麼樣，講的好像只有女生有問題一樣。,0
看到哭己那邊直接笑出來，怎麼這麼好笑,1
"89妹有分成瞎妹跟家裡條件不好 很早熟 思想也成熟的
只是出入在比較聲色的場所
我親戚的女友就是標準89妹的樣子 
可是我跟他們一起出去吃飯過幾次
發現她人超好的 長得漂亮身材好
對人也很好",1
89妹換成越南妹還優多了,1
"這種女生超讚的啊
很多還可以不戴套無線內射
配合度超好 還能射嘴巴
把自己榨乾那種
我還遇過野外突然想要
都能配合我的
直接射進去不用清 超讚的好嗎",1
+9妹就是漂亮身材好又配合啊,1
其他的不予置評，人家指甲做超長能不能做事干你屁事啊，老人味發言,0
"長期以來，他一直用心經營出虛偽的假人設
騙取善良的台灣社會，當公眾提供龐大商業資源
最終竟然全部變成他，涉案未成年性醜聞時
用來認罪、保密不能公開的性犯罪和解金？

拍攝製造性剝削未成年人的兒少性愛影片，
所有犯罪事證明確，為何在台灣卻能砸錢免坐牢？
台灣淪為一個花錢，就能拍未成年性剝削猥褻片？
能靠花錢收買的司法，體系就問妳悚然不悚然？🙄？",1
會記起來！,0
全下地獄超級噁,0
國小老師....祝福那國小的同學沒被荼毒過,0
"妳自己看看吧「這種貨色」發跡數十年都能坐擁良好
黨派政商關係，他利用媒體資源優勢👉累積不義財富
更由這層人脈👉拿下無數社會獎章、十大傑出青年🤮",1
"不是護航，如果是真的詛咒他GG爛掉
但二審不代表已經有罪定讞
他們現在充其量只是犯罪嫌疑人（被告）
無罪推定保護的是每一個可能清白的人
看看徐自強案
一直到非常上訴才還人清白
但他的人生已經沒有了",0
笑死，之前他還說toyz嘴邱被打活該，怎麼他現在嘴邱受到報應就不行了呢,0
未審先判法學素養果然高✌️,1
有人知道這個阮氏江現在在台灣哪裡嗎？她知道在台灣做詐騙還賣身，知道的請報警處理，,1
"然後會怎樣
台灣政府會保護他們不是嗎",0
"看來台灣離法治社會還有很長一條路要走
民眾的法學素養 真的 嘖嘖嘖",1
沒什麼大不了的事,0
天啊…人模人樣的，結果都是變態,0
可悲 殺人犯為什麼打碼? 詐騙集團為什麼打碼? 還可以根據罪刑輕重決定打不打碼? 幹,0
不打碼真的爽。讓世人看看你們所作的一切,0
"這件事很噁心也很可惡 但兩件事不能混為一談 怎麼會未審先判… 
對嫌疑人打馬是應該的吧 基本人權記者不懂嗎 
也許很多人覺得這件事犯人很明朗了 但其他事件呢 現在不應該退步到寧可錯殺的地步吧",0
統神真的狠噁心,0
"請問還有人記得媽媽嘴老闆嗎？
一堆以為自己神判官很厲害",1
人權也有雙標哈哈,1
"只是涉案嫌疑而已打碼本來就是應該的吧
也不是要護航或什麼的
但這是基本人權
新聞沒做到就帥？
啊如果今天是一個被誤會的呢= =",0
看新聞警員劉先生出來還一直笑，是覺得完全沒差是不是,1
高級會員不是有80個高級會員?抓這些小咖的沒意思,0
唉 噁心,0
好多小草喜歡護航這種垃圾欸，是因為你們也是共犯嗎🤭,1
但老師感覺真的長得蠻老師的...,1
"這就是  性犯罪者的天堂👉台版柬埔寨🤮🤮
掌政高級官員裝的人魔人樣，結果是1個貪瀆重刑慣犯
整個上行下效陰陽怪氣施政，長期包庇性犯罪也4合理
 
而該犯罪集團是長期作案，警政圈早已不是新聞！！    
但貪污瀆職的綠色狗官們，8年完全執政掌控國家機器

用來收賄、關說、圖利，占盡台灣內政治安執行權，
視而不見、不作為，隸屬於中央主管機關高級官員
卻怠惰瀆職，讓台灣人民淪為性剝削者的販售牲奴

政府坐擁數個司法、檢警單位、可偵辦此案的部會！
為何最後豢養出如此龐大的畸形、噁心陰陽偽物？😱",0
#物以類聚 #社會風氣,0
每次看到創意私房都覺得黃子佼和統神真的有夠噁…,1
終於沒打碼,1
嘻嘻 沒熱度，安全下莊囉～,1
拜託下地獄,0
該碼的不碼，然後那種已經定讞被抓去關的碼到我以為我在看謎片……,0
「嫌犯」泛指有犯罪嫌疑而無確證者,0
"看到她就想到唐志平
都是明顯有心理疾病卻又覺得自己沒病不去看醫生",1
自己有錢不會自己叫外送喔....,1
"有些人真的不用在那邊怪網友嘴毒、怪她爸、怪李兒子、到處怪東怪西欸
她就是年紀輕輕遇到有錢老頭變金絲雀
早幾百年前就該想好老頭走了以後要怎樣了
早就是成年人早就該思想成熟了
但她完全沒動腦只覺得現在好快樂好幸福
現在還想要大家幫幫她
哈囉當初你選老頭的時候誰沒勸過
自己選擇自己負責",1
"更新-/
底下回覆我留言真的很棒！
真的很有大愛！
我沒有酸言酸語，如果是這樣，
我實話實說我的看法！
以後遇到精神病患在馬路上被打還怎麼樣，
記得要拿出憐憫之心，告訴自己：她很可憐，她生病了！她應該是生病，不是故意的！
————————————

自己選的，沒有人害他！
人家唐志平是跟媽媽一起生活
因近幾年工作不多，精神有狀況，
媽媽突然過世，我相信他雙重打擊
才會發生精神異常～

但？這女的有吃過什麼苦嗎⋯⋯？
自己要跟老男人在一起
在一起之後又不去工作，誰害的？
說白了自己沒吃過苦啊～
誰知道他跟老頭在一起，
老頭搞不好也勸她出去工作 
搞不好是她自己不要，
都有想法跟人家結婚
卻沒想法規劃人生
你各位結婚，都會規劃跟另一半規劃未來吧？
結果呢？原來跟社會脫節….
我也不知道李是怎麼教成這樣！

拜託….她都多大了？一點都不可憐，
又不是沒父母，沒家庭，無依無靠沒錢

這種人要把生活搞得成這樣要怪誰啊？
她已經比社會那些弱勢家庭很好了！！",0
"好辛苦喔

感覺是家裡沒給溫暖又在心智不成熟的時候遇到那種男人才變這樣",1
"希望媒體不要追著她跑
被鎂光燈放大檢視生活十餘年
還是還她一個自由吧",1
"一點都不同情
自己選的路自己負責吧
這是她的命",0
希望她加油，尋找心理醫生幫助,1
變成巨嬰,1
"雖然覺得她蠻可憐的

不過有錢還會用偷的，應該是心理問題了吧
比較好奇這能不能轉送醫什麼的
不然之後說不定會有更脫序的行為",1
"李坤城真的是不速鬼
朋友請他開導女兒
結果他誘騙16歲少女
噁心死了",0
"她也是很倒楣
家裡狀況本來就有問題
又遇到李這種極度不負責任的人把她養成廢物
她現在應該連正常的交際都有問題了
根本不可能去工作養活自己
除非有人願意幫她，不然她的情況應該只會更糟不會更好",1
